,グラフ,順位,チーム,勝点,試合,勝,分,敗,得点,失点,得失点差,直近試合の勝敗,Unnamed: 12,Unnamed: 13,年度,カテゴリ,節,年間勝点順位,総勝点,Unnamed: 14,Unnamed: 15
8,グラフ,9,横浜Ｆ・マリノス,17,12,4,5,3,14,12,2,,,143.0,2012,Ｊリーグ　ディビジョン１,12,,,,
9,グラフ,10,名古屋グランパス,17,11,5,2,4,15,16,-1,,,231.0,2012,Ｊリーグ　ディビジョン１,12,,,,
10,グラフ,11,ヴィッセル神戸,15,12,5,0,7,16,20,-4,,,281.0,2012,Ｊリーグ　ディビジョン１,12,,,,
11,グラフ,12,大宮アルディージャ,15,12,4,3,5,11,18,-7,,,112.0,2012,Ｊリーグ　ディビジョン１,12,,,,
12,グラフ,13,鹿島アントラーズ,14,12,4,2,6,18,16,2,,,80.0,2012,Ｊリーグ　ディビジョン１,12,,,,
13,グラフ,14,セレッソ大阪,14,12,4,2,6,15,15,0,,,272.0,2012,Ｊリーグ　ディビジョン１,12,,,,
14,グラフ,15,柏レイソル,14,11,4,2,5,17,19,-2,,,122.0,2012,Ｊリーグ　ディビジョン１,12,,,,
15,グラフ,16,ガンバ大阪,9,11,2,3,6,13,22,-9,,,271.0,2012,Ｊリーグ　ディビジョン１,12,,,,
16,グラフ,17,アルビレックス新潟,9,12,2,3,7,7,17,-10,,,191.0,2012,Ｊリーグ　ディビジョン１,12,,,,
17,グラフ,18,コンサドーレ札幌,4,12,1,1,10,8,25,-17,,,11.0,2012,Ｊリーグ　ディビジョン１,12,,,,
0,グラフ,1,ベガルタ仙台,27,13,8,3,2,27,12,15,,,41.0,2012,Ｊリーグ　ディビジョン１,13,,,,
1,グラフ,2,サンフレッチェ広島,25,13,8,1,4,26,15,11,,,341.0,2012,Ｊリーグ　ディビジョン１,13,,,,
2,グラフ,3,ジュビロ磐田,24,13,7,3,3,30,17,13,,,222.0,2012,Ｊリーグ　ディビジョン１,13,,,,
3,グラフ,4,清水エスパルス,23,13,7,2,4,15,11,4,,,221.0,2012,Ｊリーグ　ディビジョン１,13,,,,
4,グラフ,5,浦和レッズ,22,13,6,4,3,17,13,4,,,111.0,2012,Ｊリーグ　ディビジョン１,13,,,,
5,グラフ,6,ＦＣ東京,22,12,7,1,4,15,13,2,,,130.0,2012,Ｊリーグ　ディビジョン１,13,,,,
6,グラフ,7,川崎フロンターレ,22,13,7,1,5,21,21,0,,,142.0,2012,Ｊリーグ　ディビジョン１,13,,,,
7,グラフ,8,サガン鳥栖,20,13,5,5,3,15,11,4,,,412.0,2012,Ｊリーグ　ディビジョン１,13,,,,
8,グラフ,9,横浜Ｆ・マリノス,18,13,4,6,3,14,12,2,,,143.0,2012,Ｊリーグ　ディビジョン１,13,,,,
9,グラフ,10,鹿島アントラーズ,17,13,5,2,6,20,17,3,,,80.0,2012,Ｊリーグ　ディビジョン１,13,,,,
10,グラフ,11,セレッソ大阪,17,13,5,2,6,16,15,1,,,272.0,2012,Ｊリーグ　ディビジョン１,13,,,,
11,グラフ,12,柏レイソル,17,12,5,2,5,19,19,0,,,122.0,2012,Ｊリーグ　ディビジョン１,13,,,,
12,グラフ,13,名古屋グランパス,17,12,5,2,5,15,17,-2,,,231.0,2012,Ｊリーグ　ディビジョン１,13,,,,
13,グラフ,14,ヴィッセル神戸,15,13,5,0,8,17,22,-5,,,281.0,2012,Ｊリーグ　ディビジョン１,13,,,,
14,グラフ,15,大宮アルディージャ,15,13,4,3,6,11,22,-11,,,112.0,2012,Ｊリーグ　ディビジョン１,13,,,,
15,グラフ,16,ガンバ大阪,9,12,2,3,7,15,25,-10,,,271.0,2012,Ｊリーグ　ディビジョン１,13,,,,
16,グラフ,17,アルビレックス新潟,9,13,2,3,8,7,19,-12,,,191.0,2012,Ｊリーグ　ディビジョン１,13,,,,
17,グラフ,18,コンサドーレ札幌,4,13,1,1,11,9,28,-19,,,11.0,2012,Ｊリーグ　ディビジョン１,13,,,,
0,グラフ,1,ベガルタ仙台,30,14,9,3,2,31,13,18,,,41.0,2012,Ｊリーグ　ディビジョン１,14,,,,
1,グラフ,2,サンフレッチェ広島,28,14,9,1,4,30,16,14,,,341.0,2012,Ｊリーグ　ディビジョン１,14,,,,
2,グラフ,3,浦和レッズ,25,14,7,4,3,19,14,5,,,111.0,2012,Ｊリーグ　ディビジョン１,14,,,,
3,グラフ,4,川崎フロンターレ,25,14,8,1,5,22,21,1,,,142.0,2012,Ｊリーグ　ディビジョン１,14,,,,
4,グラフ,5,ジュビロ磐田,24,14,7,3,4,31,20,11,,,222.0,2012,Ｊリーグ　ディビジョン１,14,,,,
5,グラフ,6,清水エスパルス,23,14,7,2,5,15,12,3,,,221.0,2012,Ｊリーグ　ディビジョン１,14,,,,
6,グラフ,7,ＦＣ東京,22,13,7,1,5,15,14,1,,,130.0,2012,Ｊリーグ　ディビジョン１,14,,,,
7,グラフ,8,横浜Ｆ・マリノス,21,14,5,6,3,15,12,3,,,143.0,2012,Ｊリーグ　ディビジョン１,14,,,,
8,グラフ,9,サガン鳥栖,20,14,5,5,4,15,12,3,,,412.0,2012,Ｊリーグ　ディビジョン１,14,,,,
9,グラフ,10,柏レイソル,20,13,6,2,5,23,21,2,,,122.0,2012,Ｊリーグ　ディビジョン１,14,,,,
10,グラフ,11,名古屋グランパス,20,13,6,2,5,18,19,-1,,,231.0,2012,Ｊリーグ　ディビジョン１,14,,,,
11,グラフ,12,ヴィッセル神戸,18,14,6,0,8,20,23,-3,,,281.0,2012,Ｊリーグ　ディビジョン１,14,,,,
12,グラフ,13,鹿島アントラーズ,17,14,5,2,7,22,20,2,,,80.0,2012,Ｊリーグ　ディビジョン１,14,,,,
13,グラフ,14,セレッソ大阪,17,14,5,2,7,17,19,-2,,,272.0,2012,Ｊリーグ　ディビジョン１,14,,,,
14,グラフ,15,大宮アルディージャ,15,14,4,3,7,13,26,-13,,,112.0,2012,Ｊリーグ　ディビジョン１,14,,,,
15,グラフ,16,アルビレックス新潟,12,14,3,3,8,8,19,-11,,,191.0,2012,Ｊリーグ　ディビジョン１,14,,,,
16,グラフ,17,ガンバ大阪,9,13,2,3,8,16,27,-11,,,271.0,2012,Ｊリーグ　ディビジョン１,14,,,,
17,グラフ,18,コンサドーレ札幌,4,14,1,1,12,10,32,-22,,,11.0,2012,Ｊリーグ　ディビジョン１,14,,,,
0,グラフ,1,ベガルタ仙台,31,15,9,4,2,31,13,18,,,41.0,2012,Ｊリーグ　ディビジョン１,15,,,,
1,グラフ,2,サンフレッチェ広島,29,15,9,2,4,30,16,14,,,341.0,2012,Ｊリーグ　ディビジョン１,15,,,,
2,グラフ,3,浦和レッズ,26,15,7,5,3,19,14,5,,,111.0,2012,Ｊリーグ　ディビジョン１,15,,,,
3,グラフ,4,川崎フロンターレ,26,15,8,2,5,22,21,1,,,142.0,2012,Ｊリーグ　ディビジョン１,15,,,,
4,グラフ,5,ＦＣ東京,25,14,8,1,5,17,14,3,,,130.0,2012,Ｊリーグ　ディビジョン１,15,,,,
5,グラフ,6,ジュビロ磐田,24,15,7,3,5,31,22,9,,,222.0,2012,Ｊリーグ　ディビジョン１,15,,,,
6,グラフ,7,清水エスパルス,24,15,7,3,5,16,13,3,,,221.0,2012,Ｊリーグ　ディビジョン１,15,,,,
7,グラフ,8,名古屋グランパス,23,14,7,2,5,20,19,1,,,231.0,2012,Ｊリーグ　ディビジョン１,15,,,,
8,グラフ,9,横浜Ｆ・マリノス,22,15,5,7,3,15,12,3,,,143.0,2012,Ｊリーグ　ディビジョン１,15,,,,
9,グラフ,10,サガン鳥栖,21,15,5,6,4,16,13,3,,,412.0,2012,Ｊリーグ　ディビジョン１,15,,,,
10,グラフ,11,柏レイソル,21,14,6,3,5,24,22,2,,,122.0,2012,Ｊリーグ　ディビジョン１,15,,,,
11,グラフ,12,ヴィッセル神戸,21,15,7,0,8,21,23,-2,,,281.0,2012,Ｊリーグ　ディビジョン１,15,,,,
12,グラフ,13,鹿島アントラーズ,18,15,5,3,7,23,21,2,,,80.0,2012,Ｊリーグ　ディビジョン１,15,,,,
13,グラフ,14,セレッソ大阪,17,15,5,2,8,17,21,-4,,,272.0,2012,Ｊリーグ　ディビジョン１,15,,,,
14,グラフ,15,大宮アルディージャ,16,15,4,4,7,13,26,-13,,,112.0,2012,Ｊリーグ　ディビジョン１,15,,,,
15,グラフ,16,ガンバ大阪,12,14,3,3,8,20,27,-7,,,271.0,2012,Ｊリーグ　ディビジョン１,15,,,,
16,グラフ,17,アルビレックス新潟,12,15,3,3,9,8,20,-12,,,191.0,2012,Ｊリーグ　ディビジョン１,15,,,,
17,グラフ,18,コンサドーレ札幌,4,15,1,1,13,10,36,-26,,,11.0,2012,Ｊリーグ　ディビジョン１,15,,,,
0,グラフ,1,ベガルタ仙台,32,16,9,5,2,33,15,18,,,41.0,2012,Ｊリーグ　ディビジョン１,16,,,,
1,グラフ,2,サンフレッチェ広島,30,16,9,3,4,32,18,14,,,341.0,2012,Ｊリーグ　ディビジョン１,16,,,,
2,グラフ,3,ジュビロ磐田,27,16,8,3,5,34,23,11,,,222.0,2012,Ｊリーグ　ディビジョン１,16,,,,
3,グラフ,4,柏レイソル,27,16,8,3,5,31,24,7,,,122.0,2012,Ｊリーグ　ディビジョン１,16,,,,
4,グラフ,5,浦和レッズ,27,16,7,6,3,20,15,5,,,111.0,2012,Ｊリーグ　ディビジョン１,16,,,,
5,グラフ,6,川崎フロンターレ,26,16,8,2,6,22,22,0,,,142.0,2012,Ｊリーグ　ディビジョン１,16,,,,
6,グラフ,7,名古屋グランパス,25,16,7,4,5,23,22,1,,,231.0,2012,Ｊリーグ　ディビジョン１,16,,,,
7,グラフ,8,ＦＣ東京,25,16,8,1,7,18,18,0,,,130.0,2012,Ｊリーグ　ディビジョン１,16,,,,
8,グラフ,9,サガン鳥栖,24,16,6,6,4,17,13,4,,,412.0,2012,Ｊリーグ　ディビジョン１,16,,,,
9,グラフ,10,清水エスパルス,24,16,7,3,6,16,14,2,,,221.0,2012,Ｊリーグ　ディビジョン１,16,,,,
10,グラフ,11,ヴィッセル神戸,24,16,8,0,8,22,23,-1,,,281.0,2012,Ｊリーグ　ディビジョン１,16,,,,
11,グラフ,12,横浜Ｆ・マリノス,23,16,5,8,3,16,13,3,,,143.0,2012,Ｊリーグ　ディビジョン１,16,,,,
12,グラフ,13,鹿島アントラーズ,19,16,5,4,7,24,22,2,,,80.0,2012,Ｊリーグ　ディビジョン１,16,,,,
13,グラフ,14,大宮アルディージャ,19,16,5,4,7,14,26,-12,,,112.0,2012,Ｊリーグ　ディビジョン１,16,,,,
14,グラフ,15,セレッソ大阪,18,16,5,3,8,18,22,-4,,,272.0,2012,Ｊリーグ　ディビジョン１,16,,,,
15,グラフ,16,ガンバ大阪,13,16,3,4,9,24,35,-11,,,271.0,2012,Ｊリーグ　ディビジョン１,16,,,,
16,グラフ,17,アルビレックス新潟,13,16,3,4,9,9,21,-12,,,191.0,2012,Ｊリーグ　ディビジョン１,16,,,,
17,グラフ,18,コンサドーレ札幌,4,16,1,1,14,10,37,-27,,,11.0,2012,Ｊリーグ　ディビジョン１,16,,,,
0,グラフ,1,ベガルタ仙台,35,17,10,5,2,34,15,19,,,41.0,2012,Ｊリーグ　ディビジョン１,17,,,,
1,グラフ,2,サンフレッチェ広島,33,17,10,3,4,34,18,16,,,341.0,2012,Ｊリーグ　ディビジョン１,17,,,,
2,グラフ,3,浦和レッズ,30,17,8,6,3,24,18,6,,,111.0,2012,Ｊリーグ　ディビジョン１,17,,,,
3,グラフ,4,名古屋グランパス,28,17,8,4,5,25,23,2,,,231.0,2012,Ｊリーグ　ディビジョン１,17,,,,
4,グラフ,5,ＦＣ東京,28,17,9,1,7,21,20,1,,,130.0,2012,Ｊリーグ　ディビジョン１,17,,,,
5,グラフ,6,ジュビロ磐田,27,17,8,3,6,34,25,9,,,222.0,2012,Ｊリーグ　ディビジョン１,17,,,,
6,グラフ,7,柏レイソル,27,17,8,3,6,32,26,6,,,122.0,2012,Ｊリーグ　ディビジョン１,17,,,,
7,グラフ,8,川崎フロンターレ,27,17,8,3,6,22,22,0,,,142.0,2012,Ｊリーグ　ディビジョン１,17,,,,
8,グラフ,9,清水エスパルス,25,17,7,4,6,16,14,2,,,221.0,2012,Ｊリーグ　ディビジョン１,17,,,,
9,グラフ,10,サガン鳥栖,24,17,6,6,5,20,17,3,,,412.0,2012,Ｊリーグ　ディビジョン１,17,,,,
10,グラフ,11,横浜Ｆ・マリノス,24,17,5,9,3,17,14,3,,,143.0,2012,Ｊリーグ　ディビジョン１,17,,,,
11,グラフ,12,ヴィッセル神戸,24,17,8,0,9,22,24,-2,,,281.0,2012,Ｊリーグ　ディビジョン１,17,,,,
12,グラフ,13,鹿島アントラーズ,22,17,6,4,7,25,22,3,,,80.0,2012,Ｊリーグ　ディビジョン１,17,,,,
13,グラフ,14,セレッソ大阪,19,17,5,4,8,19,23,-4,,,272.0,2012,Ｊリーグ　ディビジョン１,17,,,,
14,グラフ,15,大宮アルディージャ,19,17,5,4,8,14,27,-13,,,112.0,2012,Ｊリーグ　ディビジョン１,17,,,,
15,グラフ,16,アルビレックス新潟,16,17,4,4,9,10,21,-11,,,191.0,2012,Ｊリーグ　ディビジョン１,17,,,,
16,グラフ,17,ガンバ大阪,13,17,3,4,10,26,38,-12,,,271.0,2012,Ｊリーグ　ディビジョン１,17,,,,
17,グラフ,18,コンサドーレ札幌,4,17,1,1,15,10,38,-28,,,11.0,2012,Ｊリーグ　ディビジョン１,17,,,,
0,グラフ,1,サンフレッチェ広島,36,18,11,3,4,37,18,19,,,341.0,2012,Ｊリーグ　ディビジョン１,18,,,,
1,グラフ,2,ベガルタ仙台,36,18,10,6,2,34,15,19,,,41.0,2012,Ｊリーグ　ディビジョン１,18,,,,
2,グラフ,3,浦和レッズ,31,18,8,7,3,24,18,6,,,111.0,2012,Ｊリーグ　ディビジョン１,18,,,,
3,グラフ,4,ジュビロ磐田,30,18,9,3,6,38,26,12,,,222.0,2012,Ｊリーグ　ディビジョン１,18,,,,
4,グラフ,5,柏レイソル,30,18,9,3,6,37,29,8,,,122.0,2012,Ｊリーグ　ディビジョン１,18,,,,
5,グラフ,6,名古屋グランパス,29,18,8,5,5,25,23,2,,,231.0,2012,Ｊリーグ　ディビジョン１,18,,,,
6,グラフ,7,ＦＣ東京,28,18,9,1,8,21,21,0,,,130.0,2012,Ｊリーグ　ディビジョン１,18,,,,
7,グラフ,8,サガン鳥栖,27,18,7,6,5,21,17,4,,,412.0,2012,Ｊリーグ　ディビジョン１,18,,,,
8,グラフ,9,横浜Ｆ・マリノス,27,18,6,9,3,19,15,4,,,143.0,2012,Ｊリーグ　ディビジョン１,18,,,,
9,グラフ,10,川崎フロンターレ,27,18,8,3,7,22,25,-3,,,142.0,2012,Ｊリーグ　ディビジョン１,18,,,,
10,グラフ,11,鹿島アントラーズ,25,18,7,4,7,26,22,4,,,80.0,2012,Ｊリーグ　ディビジョン１,18,,,,
11,グラフ,12,清水エスパルス,25,18,7,4,7,19,19,0,,,221.0,2012,Ｊリーグ　ディビジョン１,18,,,,
12,グラフ,13,ヴィッセル神戸,25,18,8,1,9,24,26,-2,,,281.0,2012,Ｊリーグ　ディビジョン１,18,,,,
13,グラフ,14,大宮アルディージャ,20,18,5,5,8,16,29,-13,,,112.0,2012,Ｊリーグ　ディビジョン１,18,,,,
14,グラフ,15,セレッソ大阪,19,18,5,4,9,19,24,-5,,,272.0,2012,Ｊリーグ　ディビジョン１,18,,,,
15,グラフ,16,アルビレックス新潟,17,18,4,5,9,10,21,-11,,,191.0,2012,Ｊリーグ　ディビジョン１,18,,,,
16,グラフ,17,ガンバ大阪,13,18,3,4,11,27,40,-13,,,271.0,2012,Ｊリーグ　ディビジョン１,18,,,,
17,グラフ,18,コンサドーレ札幌,4,18,1,1,16,11,42,-31,,,11.0,2012,Ｊリーグ　ディビジョン１,18,,,,
0,グラフ,1,サンフレッチェ広島,37,19,11,4,4,39,20,19,,,341.0,2012,Ｊリーグ　ディビジョン１,19,,,,
1,グラフ,2,ベガルタ仙台,37,19,10,7,2,35,16,19,,,41.0,2012,Ｊリーグ　ディビジョン１,19,,,,
2,グラフ,3,浦和レッズ,34,19,9,7,3,26,18,8,,,111.0,2012,Ｊリーグ　ディビジョン１,19,,,,
3,グラフ,4,柏レイソル,33,19,10,3,6,41,30,11,,,122.0,2012,Ｊリーグ　ディビジョン１,19,,,,
4,グラフ,5,ジュビロ磐田,30,19,9,3,7,38,28,10,,,222.0,2012,Ｊリーグ　ディビジョン１,19,,,,
5,グラフ,6,横浜Ｆ・マリノス,30,19,7,9,3,22,15,7,,,143.0,2012,Ｊリーグ　ディビジョン１,19,,,,
6,グラフ,7,川崎フロンターレ,30,19,9,3,7,26,26,0,,,142.0,2012,Ｊリーグ　ディビジョン１,19,,,,
7,グラフ,8,名古屋グランパス,29,19,8,5,6,26,25,1,,,231.0,2012,Ｊリーグ　ディビジョン１,19,,,,
8,グラフ,9,サガン鳥栖,28,19,7,7,5,22,18,4,,,412.0,2012,Ｊリーグ　ディビジョン１,19,,,,
9,グラフ,10,ＦＣ東京,28,19,9,1,9,21,23,-2,,,130.0,2012,Ｊリーグ　ディビジョン１,19,,,,
10,グラフ,11,鹿島アントラーズ,26,19,7,5,7,28,24,4,,,80.0,2012,Ｊリーグ　ディビジョン１,19,,,,
11,グラフ,12,ヴィッセル神戸,26,19,8,2,9,25,27,-2,,,281.0,2012,Ｊリーグ　ディビジョン１,19,,,,
12,グラフ,13,清水エスパルス,25,19,7,4,8,19,22,-3,,,221.0,2012,Ｊリーグ　ディビジョン１,19,,,,
13,グラフ,14,アルビレックス新潟,20,19,5,5,9,12,21,-9,,,191.0,2012,Ｊリーグ　ディビジョン１,19,,,,
14,グラフ,15,大宮アルディージャ,20,19,5,5,9,17,33,-16,,,112.0,2012,Ｊリーグ　ディビジョン１,19,,,,
15,グラフ,16,セレッソ大阪,19,19,5,4,10,20,28,-8,,,272.0,2012,Ｊリーグ　ディビジョン１,19,,,,
16,グラフ,17,ガンバ大阪,14,19,3,5,11,28,41,-13,,,271.0,2012,Ｊリーグ　ディビジョン１,19,,,,
17,グラフ,18,コンサドーレ札幌,7,19,2,1,16,13,43,-30,,,11.0,2012,Ｊリーグ　ディビジョン１,19,,,,
0,グラフ,1,ベガルタ仙台,38,20,10,8,2,37,18,19,,,41.0,2012,Ｊリーグ　ディビジョン１,20,,,,
1,グラフ,2,サンフレッチェ広島,37,20,11,4,5,40,22,18,,,341.0,2012,Ｊリーグ　ディビジョン１,20,,,,
2,グラフ,3,浦和レッズ,35,20,9,8,3,28,20,8,,,111.0,2012,Ｊリーグ　ディビジョン１,20,,,,
3,グラフ,4,柏レイソル,34,20,10,4,6,42,31,11,,,122.0,2012,Ｊリーグ　ディビジョン１,20,,,,
4,グラフ,5,名古屋グランパス,32,20,9,5,6,31,26,5,,,231.0,2012,Ｊリーグ　ディビジョン１,20,,,,
5,グラフ,6,ジュビロ磐田,31,20,9,4,7,40,30,10,,,222.0,2012,Ｊリーグ　ディビジョン１,20,,,,
6,グラフ,7,横浜Ｆ・マリノス,31,20,7,10,3,24,17,7,,,143.0,2012,Ｊリーグ　ディビジョン１,20,,,,
7,グラフ,8,サガン鳥栖,31,20,8,7,5,24,18,6,,,412.0,2012,Ｊリーグ　ディビジョン１,20,,,,
8,グラフ,9,川崎フロンターレ,31,20,9,4,7,28,28,0,,,142.0,2012,Ｊリーグ　ディビジョン１,20,,,,
9,グラフ,10,ＦＣ東京,29,20,9,2,9,23,25,-2,,,130.0,2012,Ｊリーグ　ディビジョン１,20,,,,
10,グラフ,11,清水エスパルス,28,20,8,4,8,21,23,-2,,,221.0,2012,Ｊリーグ　ディビジョン１,20,,,,
11,グラフ,12,鹿島アントラーズ,26,20,7,5,8,28,26,2,,,80.0,2012,Ｊリーグ　ディビジョン１,20,,,,
12,グラフ,13,ヴィッセル神戸,26,20,8,2,10,26,32,-6,,,281.0,2012,Ｊリーグ　ディビジョン１,20,,,,
13,グラフ,14,セレッソ大阪,22,20,6,4,10,24,28,-4,,,272.0,2012,Ｊリーグ　ディビジョン１,20,,,,
14,グラフ,15,アルビレックス新潟,21,20,5,6,9,13,22,-9,,,191.0,2012,Ｊリーグ　ディビジョン１,20,,,,
15,グラフ,16,大宮アルディージャ,20,20,5,5,10,18,36,-18,,,112.0,2012,Ｊリーグ　ディビジョン１,20,,,,
16,グラフ,17,ガンバ大阪,17,20,4,5,11,31,42,-11,,,271.0,2012,Ｊリーグ　ディビジョン１,20,,,,
17,グラフ,18,コンサドーレ札幌,7,20,2,1,17,13,47,-34,,,11.0,2012,Ｊリーグ　ディビジョン１,20,,,,
0,グラフ,1,サンフレッチェ広島,40,21,12,4,5,42,23,19,,,341.0,2012,Ｊリーグ　ディビジョン１,21,,,,
1,グラフ,2,ベガルタ仙台,38,21,10,8,3,38,20,18,,,41.0,2012,Ｊリーグ　ディビジョン１,21,,,,
2,グラフ,3,柏レイソル,35,21,10,5,6,43,32,11,,,122.0,2012,Ｊリーグ　ディビジョン１,21,,,,
3,グラフ,4,浦和レッズ,35,21,9,8,4,28,21,7,,,111.0,2012,Ｊリーグ　ディビジョン１,21,,,,
4,グラフ,5,横浜Ｆ・マリノス,34,21,8,10,3,27,19,8,,,143.0,2012,Ｊリーグ　ディビジョン１,21,,,,
5,グラフ,6,サガン鳥栖,34,21,9,7,5,26,19,7,,,412.0,2012,Ｊリーグ　ディビジョン１,21,,,,
6,グラフ,7,名古屋グランパス,32,21,9,5,7,33,29,4,,,231.0,2012,Ｊリーグ　ディビジョン１,21,,,,
7,グラフ,8,ジュビロ磐田,31,21,9,4,8,41,32,9,,,222.0,2012,Ｊリーグ　ディビジョン１,21,,,,
8,グラフ,9,川崎フロンターレ,31,21,9,4,8,29,30,-1,,,142.0,2012,Ｊリーグ　ディビジョン１,21,,,,
9,グラフ,10,清水エスパルス,31,21,9,4,8,24,25,-1,,,221.0,2012,Ｊリーグ　ディビジョン１,21,,,,
10,グラフ,11,ＦＣ東京,30,21,9,3,9,24,26,-2,,,130.0,2012,Ｊリーグ　ディビジョン１,21,,,,
11,グラフ,12,鹿島アントラーズ,29,21,8,5,8,30,27,3,,,80.0,2012,Ｊリーグ　ディビジョン１,21,,,,
12,グラフ,13,ヴィッセル神戸,29,21,9,2,10,27,32,-5,,,281.0,2012,Ｊリーグ　ディビジョン１,21,,,,
13,グラフ,14,セレッソ大阪,23,21,6,5,10,26,30,-4,,,272.0,2012,Ｊリーグ　ディビジョン１,21,,,,
14,グラフ,15,アルビレックス新潟,21,21,5,6,10,15,25,-10,,,191.0,2012,Ｊリーグ　ディビジョン１,21,,,,
15,グラフ,16,大宮アルディージャ,20,21,5,5,11,19,38,-19,,,112.0,2012,Ｊリーグ　ディビジョン１,21,,,,
16,グラフ,17,ガンバ大阪,18,21,4,6,11,33,44,-11,,,271.0,2012,Ｊリーグ　ディビジョン１,21,,,,
17,グラフ,18,コンサドーレ札幌,10,21,3,1,17,15,48,-33,,,11.0,2012,Ｊリーグ　ディビジョン１,21,,,,
0,グラフ,1,サンフレッチェ広島,43,22,13,4,5,44,23,21,,,341.0,2012,Ｊリーグ　ディビジョン１,22,,,,
1,グラフ,2,ベガルタ仙台,39,22,10,9,3,38,20,18,,,41.0,2012,Ｊリーグ　ディビジョン１,22,,,,
2,グラフ,3,浦和レッズ,38,22,10,8,4,30,22,8,,,111.0,2012,Ｊリーグ　ディビジョン１,22,,,,
3,グラフ,4,柏レイソル,36,22,10,6,6,43,32,11,,,122.0,2012,Ｊリーグ　ディビジョン１,22,,,,
4,グラフ,5,横浜Ｆ・マリノス,35,22,8,11,3,29,21,8,,,143.0,2012,Ｊリーグ　ディビジョン１,22,,,,
5,グラフ,6,ジュビロ磐田,34,22,10,4,8,45,35,10,,,222.0,2012,Ｊリーグ　ディビジョン１,22,,,,
6,グラフ,7,サガン鳥栖,34,22,9,7,6,26,20,6,,,412.0,2012,Ｊリーグ　ディビジョン１,22,,,,
7,グラフ,8,清水エスパルス,34,22,10,4,8,25,25,0,,,221.0,2012,Ｊリーグ　ディビジョン１,22,,,,
8,グラフ,9,名古屋グランパス,32,22,9,5,8,33,34,-1,,,231.0,2012,Ｊリーグ　ディビジョン１,22,,,,
9,グラフ,10,川崎フロンターレ,32,22,9,5,8,31,32,-1,,,142.0,2012,Ｊリーグ　ディビジョン１,22,,,,
10,グラフ,11,ヴィッセル神戸,32,22,10,2,10,31,34,-3,,,281.0,2012,Ｊリーグ　ディビジョン１,22,,,,
11,グラフ,12,ＦＣ東京,30,22,9,3,10,24,27,-3,,,130.0,2012,Ｊリーグ　ディビジョン１,22,,,,
12,グラフ,13,鹿島アントラーズ,29,22,8,5,9,31,29,2,,,80.0,2012,Ｊリーグ　ディビジョン１,22,,,,
13,グラフ,14,セレッソ大阪,23,22,6,5,11,29,34,-5,,,272.0,2012,Ｊリーグ　ディビジョン１,22,,,,
14,グラフ,15,大宮アルディージャ,23,22,6,5,11,20,38,-18,,,112.0,2012,Ｊリーグ　ディビジョン１,22,,,,
15,グラフ,16,ガンバ大阪,21,22,5,6,11,38,44,-6,,,271.0,2012,Ｊリーグ　ディビジョン１,22,,,,
16,グラフ,17,アルビレックス新潟,21,22,5,6,11,15,27,-12,,,191.0,2012,Ｊリーグ　ディビジョン１,22,,,,
17,グラフ,18,コンサドーレ札幌,10,22,3,1,18,17,52,-35,,,11.0,2012,Ｊリーグ　ディビジョン１,22,,,,
0,グラフ,1,サンフレッチェ広島,43,23,13,4,6,44,24,20,,,341.0,2012,Ｊリーグ　ディビジョン１,23,,,,
1,グラフ,2,ベガルタ仙台,42,23,11,9,3,41,21,20,,,41.0,2012,Ｊリーグ　ディビジョン１,23,,,,
2,グラフ,3,浦和レッズ,41,23,11,8,4,32,22,10,,,111.0,2012,Ｊリーグ　ディビジョン１,23,,,,
3,グラフ,4,ジュビロ磐田,37,23,11,4,8,48,35,13,,,222.0,2012,Ｊリーグ　ディビジョン１,23,,,,
